val,type,col1
708691: Bezděčín u Obrataně,KU,Bezděčín u Obrataně [Pelhřimov] (kód kú: 708691)
603449: Bezdědice,KU,Bezdědice [Mladá Boleslav] (kód kú: 603449)
645877: Bezdědice u Hostomic,KU,Bezdědice u Hostomic [Beroun] (kód kú: 645877)
603457: Bezdědovice,KU,Bezdědovice [Strakonice] (kód kú: 603457)
603597: Bezděkov nad Metují,KU,Bezděkov nad Metují [Náchod] (kód kú: 603597)
608688: Bezděkov nad Třebůvkou,KU,Bezděkov nad Třebůvkou [Olomouc] (kód kú: 608688)
603571: Bezděkov,KU,Bezděkov [Pardubice] (kód kú: 603571)
603601: Bezděkov pod Třemšínem,KU,Bezděkov pod Třemšínem [Příbram] (kód kú: 603601)
624705: Bezděkov u Damnova,KU,Bezděkov u Damnova [Tachov] (kód kú: 624705)
786993: Bezděkov u Dolních Kralovic,KU,Bezděkov u Dolních Kralovic [Benešov] (kód kú: 786993)
637432: Bezděkov u Hartmanic,KU,Bezděkov u Hartmanic [Klatovy] (kód kú: 637432)
603538: Bezděkov u Kasejovic,KU,Bezděkov u Kasejovic [Plzeň-jih] (kód kú: 603538)
603481: Bezděkov u Klatov,KU,Bezděkov u Klatov [Klatovy] (kód kú: 603481)
603554: Bezděkov u Krásné Hory,KU,Bezděkov u Krásné Hory [Havlíčkův Brod] (kód kú: 603554)
603635: Bezděkov u Libice nad Doubravou,KU,Bezděkov u Libice nad Doubravou [Havlíčkův Brod] (kód kú: 603635)
732788: Bezděkov u Prachomet,KU,Bezděkov u Prachomet [Karlovy Vary] (kód kú: 732788)
736341: Bezděkov u Radnic,KU,Bezděkov u Radnic [Rokycany] (kód kú: 736341)
681229: Bezděkov u Trutnova,KU,Bezděkov u Trutnova [Trutnov] (kód kú: 681229)
770655: Bezděkov u Třemešného,KU,Bezděkov u Třemešného [Tachov] (kód kú: 770655)
718408: Bezděkov u Třešti,KU,Bezděkov u Třešti [Jihlava] (kód kú: 718408)
725293: Bezděkov u Úsova,KU,Bezděkov u Úsova [Šumperk] (kód kú: 725293)
603589: Bezděkov u Velké Bíteše,KU,Bezděkov u Velké Bíteše [Žďár nad Sázavou] (kód kú: 603589)
603546: Bezděkov u Žatce,KU,Bezděkov u Žatce [Louny] (kód kú: 603546)
694541: Bezděkovec,KU,Bezděkovec [Plzeň-jih] (kód kú: 694541)
5862: PP Bezděkovský lom,MZCHU,Bezděkovský lom [PP] (kód ÚSOP: 5862)
CZ0213008: Bezděkovský lom,EVL,Bezděkovský lom (sitecode: CZ0213008)
603686: Bezděz,KU,Bezděz [Česká Lípa] (kód kú: 603686)
603694: Bezdružice,KU,Bezdružice [Tachov] (kód kú: 603694)
1422: PP Bezedník,MZCHU,Bezedník [PP] (kód ÚSOP: 1422)
CZ0423198: Bezejmenný přítok Trojhorského potoka,EVL,Bezejmenný přítok Trojhorského potoka (sitecode: CZ0423198)
617377: Bezemín,KU,Bezemín [Tachov] (kód kú: 617377)
603791: Bezkov,KU,Bezkov [Znojmo] (kód kú: 603791)
603805: Bezměrov,KU,Bezměrov [Kroměříž] (kód kú: 603805)
784435: Bezmíř,KU,Bezmíř [Benešov] (kód kú: 784435)
603813: Bezník,KU,Bezník [Jičín] (kód kú: 603813)
603821: Bezno,KU,Bezno [Mladá Boleslav] (kód kú: 603821)
5824: PP Bezourek,MZCHU,Bezourek [PP] (kód ÚSOP: 5824)
CZ0620001: Bezourek,EVL,Bezourek (sitecode: CZ0620001)
654604: Bezpravovice,KU,Bezpravovice [Klatovy] (kód kú: 654604)
CZ0623803: Bezručova alej,EVL,Bezručova alej (sitecode: CZ0623803)
5918: PP Bezručovo údolí,MZCHU,Bezručovo údolí [PP] (kód ÚSOP: 5918)
CZ0424030: Bezručovo údolí,EVL,Bezručovo údolí (sitecode: CZ0424030)
692034: Beztahov,KU,Beztahov [Benešov] (kód kú: 692034)
603830: Bezuchov,KU,Bezuchov [Přerov] (kód kú: 603830)
700479: Bezvěrov I,KU,Bezvěrov I [Domažlice] (kód kú: 700479)
798401: Bezvěrov II,KU,Bezvěrov II [Domažlice] (kód kú: 798401)
603848: Bezvěrov,KU,Bezvěrov [Plzeň-sever] (kód kú: 603848)
765945: Bezvěrov u Teplé,KU,Bezvěrov u Teplé [Cheb] (kód kú: 765945)
758833: Bežerovice,KU,Bežerovice [Tábor] (kód kú: 758833)
CZ0513657: Bílá Desná - kanál protržené přehrady,EVL,Bílá Desná - kanál protržené přehrady (sitecode: CZ0513657)
603911: Bílá,KU,Bílá [Frýdek-Místek] (kód kú: 603911)
642649: Bílá Hlína,KU,Bílá Hlína [Mladá Boleslav] (kód kú: 642649)
1627: PP Bílá hora,MZCHU,Bílá hora [PP] (kód ÚSOP: 1627)
603953: Bílá Lhota,KU,Bílá Lhota [Olomouc] (kód kú: 603953)
5714: PP Bílá Lhota,MZCHU,Bílá Lhota [PP] (kód ÚSOP: 5714)
CZ0713720: Bílá Lhota,EVL,Bílá Lhota (sitecode: CZ0713720)
1110: PP Bílá skála,MZCHU,Bílá skála [PP] (kód ÚSOP: 1110)
1839: PP Bílá skála,MZCHU,Bílá skála [PP] (kód ÚSOP: 1839)
688: PP Bílá skála,MZCHU,Bílá skála [PP] (kód ÚSOP: 688)
1958: PP Bílá skála u Jamolic,MZCHU,Bílá skála u Jamolic [PP] (kód ÚSOP: 1958)
554: NPR Bílá Strž,MZCHU,Bílá Strž [NPR] (kód ÚSOP: 554)
CZ0523669: Bílá Třemešná,EVL,Bílá Třemešná (sitecode: CZ0523669)
604003: Bílá Třemešná,KU,Bílá Třemešná [Trutnov] (kód kú: 604003)
603881: Bílá u Českého Dubu,KU,Bílá u Českého Dubu [Liberec] (kód kú: 603881)
747017: Bílá u Sedla,KU,Bílá u Sedla [Jindřichův Hradec] (kód kú: 747017)
1186: PR Bílá voda,MZCHU,Bílá voda [PR] (kód ÚSOP: 1186)
604011: Bílá Voda u Javorníka,KU,Bílá Voda u Javorníka [Jeseník] (kód kú: 604011)
620751: Bílá Voda,KU,Bílá Voda [Ústí nad Orlicí] (kód kú: 620751)
604038: Bílany,KU,Bílany [Kroměříž] (kód kú: 604038)
604046: Bílavsko,KU,Bílavsko [Kroměříž] (kód kú: 604046)
604054: Bílčice,KU,Bílčice [Bruntál] (kód kú: 604054)
2414: PP Bílé kameny,MZCHU,Bílé kameny [PP] (kód ÚSOP: 2414)
71: CHKO Bílé Karpaty,VZCHU,Bílé Karpaty [CHKO] (kód ÚSOP: 71)
CZ0724090: Bílé Karpaty,EVL,Bílé Karpaty (sitecode: CZ0724090)
604062: Bílé Podolí,KU,Bílé Podolí [Kutná Hora] (kód kú: 604062)
604135: Bílé Poličany,KU,Bílé Poličany [Trutnov] (kód kú: 604135)
770: PR Bílé potoky,MZCHU,Bílé potoky [PR] (kód ÚSOP: 770)
CZ0720441: Bílé potoky,EVL,Bílé potoky (sitecode: CZ0720441)
2415: NPP Bílé stráně,MZCHU,Bílé stráně [NPP] (kód ÚSOP: 2415)
CZ0424129: Bílé stráně u Litoměřic,EVL,Bílé stráně u Litoměřic (sitecode: CZ0424129)
5912: PP Bílé stráně u Štětí,MZCHU,Bílé stráně u Štětí [PP] (kód ÚSOP: 5912)
CZ0424135: Bílé stráně u Štětí,EVL,Bílé stráně u Štětí (sitecode: CZ0424135)
604143: Bílé Vchynice,KU,Bílé Vchynice [Pardubice] (kód kú: 604143)
652873: Bílek,KU,Bílek [Havlíčkův Brod] (kód kú: 652873)
604151: Bílence,KU,Bílence [Chomutov] (kód kú: 604151)
719676: Bílenec,KU,Bílenec [Louny] (kód kú: 719676)
604186: Bílenice,KU,Bílenice [Klatovy] (kód kú: 604186)
604194: Bílichov,KU,Bílichov [Kladno] (kód kú: 604194)
2416: NPP Bílichovské údolí,MZCHU,Bílichovské údolí [NPP] (kód ÚSOP: 2416)
CZ0210100: Bílichovské údolí,EVL,Bílichovské údolí (sitecode: CZ0210100)
780821: Bilina,KU,Bilina [Písek] (kód kú: 780821)
604208: Bílina,KU,Bílina [Teplice] (kód kú: 604208)
604283: Bílina-Újezd,KU,Bílina-Újezd [Teplice] (kód kú: 604283)
602671: Bilinka,KU,Bilinka [Písek] (kód kú: 602671)
608246: Bílka,KU,Bílka [Teplice] (kód kú: 608246)
604372: Bílkov,KU,Bílkov [Jindřichův Hradec] (kód kú: 604372)
764965: Bílkovice,KU,Bílkovice [Benešov] (kód kú: 764965)
604402: Bílov,KU,Bílov [Nový Jičín] (kód kú: 604402)
604399: Bílov v Čechách,KU,Bílov v Čechách [Plzeň-sever] (kód kú: 604399)
604445: Bílovec-Dolní Předměstí,KU,Bílovec-Dolní Předměstí [Nový Jičín] (kód kú: 604445)
604470: Bílovec-Horní Předměstí,KU,Bílovec-Horní Předměstí [Nový Jičín] (kód kú: 604470)
604429: Bílovec-město,KU,Bílovec-město [Nový Jičín] (kód kú: 604429)
604551: Bílovice nad Svitavou,KU,Bílovice nad Svitavou [Brno-venkov] (kód kú: 604551)
604534: Bílovice,KU,Bílovice [Prostějov] (kód kú: 604534)
604518: Bílovice u Uherského Hradiště,KU,Bílovice u Uherského Hradiště [Uherské Hradiště] (kód kú: 604518)
604585: Bílsko,KU,Bílsko [Olomouc] (kód kú: 604585)
627101: Bílsko u Hořic,KU,Bílsko u Hořic [Jičín] (kód kú: 627101)
772658: Bílsko u Kopidlna,KU,Bílsko u Kopidlna [Jičín] (kód kú: 772658)
604569: Bílsko u Vodňan,KU,Bílsko u Vodňan [Strakonice] (kód kú: 604569)
692417: Bíluky,KU,Bíluky [Klatovy] (kód kú: 692417)
604615: Bílý Kámen,KU,Bílý Kámen [Jihlava] (kód kú: 604615)
6020: PP Bílý kopec u Čejče,MZCHU,Bílý kopec u Čejče [PP] (kód ÚSOP: 6020)
CZ0623035: Bílý kopec u Čejče,EVL,Bílý kopec u Čejče (sitecode: CZ0623035)
604623: Bílý Kostel nad Nisou,KU,Bílý Kostel nad Nisou [Liberec] (kód kú: 604623)
669148: Bílý Kostelec,KU,Bílý Kostelec [Litoměřice] (kód kú: 669148)
1835: PR Bílý kříž,MZCHU,Bílý kříž [PR] (kód ÚSOP: 1835)
604666: Bílý Potok,KU,Bílý Potok [Jeseník] (kód kú: 604666)
604658: Bílý Potok pod Smrkem,KU,Bílý Potok pod Smrkem [Liberec] (kód kú: 604658)
604691: Bílý Újezd,KU,Bílý Újezd [Litoměřice] (kód kú: 604691)
604712: Bílý Újezd u Dobrušky,KU,Bílý Újezd u Dobrušky [Rychnov nad Kněžnou] (kód kú: 604712)
CZ0510441: Binov - Bobří soutěska,EVL,Binov - Bobří soutěska (sitecode: CZ0510441)
675822: Biřkov,KU,Biřkov [Klatovy] (kód kú: 675822)
604755: Biskoupky na Moravě,KU,Biskoupky na Moravě [Brno-venkov] (kód kú: 604755)
1155: PP Biskoupky,MZCHU,Biskoupky [PP] (kód ÚSOP: 1155)
746347: Biskoupky,KU,Biskoupky [Rokycany] (kód kú: 746347)
898: PP Biskoupská hadcová step,MZCHU,Biskoupská hadcová step [PP] (kód ÚSOP: 898)
888: PP Biskoupský kopec,MZCHU,Biskoupský kopec [PP] (kód ÚSOP: 888)
CZ0622150: Biskoupský kopec,EVL,Biskoupský kopec (sitecode: CZ0622150)
CZ0613695: Biskupice - kostel,EVL,Biskupice - kostel (sitecode: CZ0613695)
CZ0613696: Biskupice - škola,EVL,Biskupice - škola (sitecode: CZ0613696)
604801: Biskupice na Hané,KU,Biskupice na Hané [Prostějov] (kód kú: 604801)
604810: Biskupice u Hrotovic,KU,Biskupice u Hrotovic [Třebíč] (kód kú: 604810)
604763: Biskupice u Jevíčka,KU,Biskupice u Jevíčka [Svitavy] (kód kú: 604763)
604780: Biskupice u Luhačovic,KU,Biskupice u Luhačovic [Zlín] (kód kú: 604780)
741132: Biskupice u Ronova nad Doubravou,KU,Biskupice u Ronova nad Doubravou [Chrudim] (kód kú: 741132)
684040: Bitětice,KU,Bitětice [Pelhřimov] (kód kú: 684040)
604836: Bítouchov u Mladé Boleslavi,KU,Bítouchov u Mladé Boleslavi [Mladá Boleslav] (kód kú: 604836)
747271: Bítouchov u Semil,KU,Bítouchov u Semil [Semily] (kód kú: 747271)
780537: Bítouchov u Veselé,KU,Bítouchov u Veselé [Semily] (kód kú: 780537)
604879: Bítov u Bílovce,KU,Bítov u Bílovce [Nový Jičín] (kód kú: 604879)
669024: Bítov u Koněprus,KU,Bítov u Koněprus [Beroun] (kód kú: 669024)
734527: Bítov u Přehýšova,KU,Bítov u Přehýšova [Plzeň-sever] (kód kú: 734527)
737500: Bítov u Radenína,KU,Bítov u Radenína [Tábor] (kód kú: 737500)
604861: Bítov,KU,Bítov [Znojmo] (kód kú: 604861)
795976: Bítovánky,KU,Bítovánky [Třebíč] (kód kú: 795976)
604895: Bítovany,KU,Bítovany [Chrudim] (kód kú: 604895)
604925: Bitozeves,KU,Bitozeves [Louny] (kód kú: 604925)
604941: Blahoňov,KU,Blahoňov [Brno-venkov] (kód kú: 604941)
749516: Blahotice,KU,Blahotice [Kladno] (kód kú: 749516)
634395: Blahousty,KU,Blahousty [Tachov] (kód kú: 634395)
641634: Bláhov,KU,Bláhov [Ústí nad Labem] (kód kú: 641634)
696013: Blahuňov,KU,Blahuňov [Chomutov] (kód kú: 696013)
604968: Blahutovice,KU,Blahutovice [Nový Jičín] (kód kú: 604968)
5649: PP Blana,MZCHU,Blana [PP] (kód ÚSOP: 5649)
CZ0310629: Blana,EVL,Blana (sitecode: CZ0310629)
1267: NPP Blanice,MZCHU,Blanice [NPP] (kód ÚSOP: 1267)
5866: PP Blanice,MZCHU,Blanice [PP] (kód ÚSOP: 5866)
CZ0313805: Blanice,EVL,Blanice (sitecode: CZ0313805)
636657: Blanice,KU,Blanice [Strakonice] (kód kú: 636657)
604984: Blanice u Mladé Vožice,KU,Blanice u Mladé Vožice [Tábor] (kód kú: 604984)
724718: Blanička,KU,Blanička [Tábor] (kód kú: 724718)
21: CHKO Blaník,VZCHU,Blaník [CHKO] (kód ÚSOP: 21)
638633: Blankartice,KU,Blankartice [Děčín] (kód kú: 638633)
1977: PR Blanko,MZCHU,Blanko [PR] (kód ÚSOP: 1977)
605000: Blanné,KU,Blanné [Znojmo] (kód kú: 605000)
CZ0623701: Blansko - kostel,EVL,Blansko - kostel (sitecode: CZ0623701)
605018: Blansko,KU,Blansko [Blansko] (kód kú: 605018)
648281: Blansko u Hrochova Týnce,KU,Blansko u Hrochova Týnce [Chrudim] (kód kú: 648281)
663140: Blansko u Kaplice,KU,Blansko u Kaplice [Český Krumlov] (kód kú: 663140)
31: CHKO Blanský les,VZCHU,Blanský les [CHKO] (kód ÚSOP: 31)
CZ0314124: Blanský les,EVL,Blanský les (sitecode: CZ0314124)
708437: Blata,KU,Blata [Klatovy] (kód kú: 708437)
605115: Blatce,KU,Blatce [Česká Lípa] (kód kú: 605115)
605204: Blatec,KU,Blatec [Olomouc] (kód kú: 605204)
605174: Blatec u Hodětína,KU,Blatec u Hodětína [Tábor] (kód kú: 605174)
605212: Blatenka,KU,Blatenka [Strakonice] (kód kú: 605212)
2417: PR Blatenský svah,MZCHU,Blatenský svah [PR] (kód ÚSOP: 2417)
751421: Blatiny,KU,Blatiny [Žďár nad Sázavou] (kód kú: 751421)
1014: PR Blátka,MZCHU,Blátka [PR] (kód ÚSOP: 1014)
2201: PR Blatná hráz,MZCHU,Blatná hráz [PR] (kód ÚSOP: 2201)
5867: PP Blatná,MZCHU,Blatná [PP] (kód ÚSOP: 5867)
CZ0313094: Blatná,EVL,Blatná (sitecode: CZ0313094)
605247: Blatná,KU,Blatná [Strakonice] (kód kú: 605247)
605310: Blatnice pod Svatým Antonínkem,KU,Blatnice pod Svatým Antonínkem [Hodonín] (kód kú: 605310)
605328: Blatnice,KU,Blatnice [Třebíč] (kód kú: 605328)
605301: Blatnice u Nýřan,KU,Blatnice u Nýřan [Plzeň-sever] (kód kú: 605301)
605344: Blatnička,KU,Blatnička [Hodonín] (kód kú: 605344)
605361: Blatno u Chomutova,KU,Blatno u Chomutova [Chomutov] (kód kú: 605361)
639346: Blatno u Hlinska,KU,Blatno u Hlinska [Chrudim] (kód kú: 639346)
605433: Blatno u Podbořan,KU,Blatno u Podbořan [Louny] (kód kú: 605433)
773191: Bláto,KU,Bláto [Kutná Hora] (kód kú: 773191)
694363: Blato,KU,Blato [Pardubice] (kód kú: 694363)
649597: Blato u Hůrek,KU,Blato u Hůrek [Jindřichův Hradec] (kód kú: 649597)
CZ0110142: Blatov a Xaverovský háj,EVL,Blatov a Xaverovský háj (sitecode: CZ0110142)
605450: Blazice,KU,Blazice [Kroměříž] (kód kú: 605450)
605468: Blažejov,KU,Blažejov [Jindřichův Hradec] (kód kú: 605468)
605514: Blažejovice,KU,Blažejovice [Benešov] (kód kú: 605514)
742414: Blažejovice u Rozsoch,KU,Blažejovice u Rozsoch [Žďár nad Sázavou] (kód kú: 742414)
6006: PP Blažejský rybník,MZCHU,Blažejský rybník [PP] (kód ÚSOP: 6006)
CZ0410023: Blažejský rybník,EVL,Blažejský rybník (sitecode: CZ0410023)
737216: Blaženice,KU,Blaženice [Benešov] (kód kú: 737216)
605549: Blažim,KU,Blažim [Louny] (kód kú: 605549)
605531: Blažim nad Vltavou,KU,Blažim nad Vltavou [Benešov] (kód kú: 605531)
716022: Blažim u Bezdružic,KU,Blažim u Bezdružic [Plzeň-sever] (kód kú: 716022)
750395: Blažkov u Slavoňova,KU,Blažkov u Slavoňova [Náchod] (kód kú: 750395)
605557: Blažkov,KU,Blažkov [Žďár nad Sázavou] (kód kú: 605557)
672017: Blažov,KU,Blažov [Olomouc] (kód kú: 672017)
605573: Blažovice,KU,Blažovice [Brno-venkov] (kód kú: 605573)
792837: Blehov,KU,Blehov [Písek] (kód kú: 792837)
605581: Blešno,KU,Blešno [Hradec Králové] (kód kú: 605581)
605590: Blevice,KU,Blevice [Kladno] (kód kú: 605590)
721361: Blinka,KU,Blinka [Kolín] (kód kú: 721361)
669652: Blišice,KU,Blišice [Kroměříž] (kód kú: 669652)
605603: Blízkov,KU,Blízkov [Žďár nad Sázavou] (kód kú: 605603)
687588: Bližanovy,KU,Bližanovy [Klatovy] (kód kú: 687588)
605620: Blížejov,KU,Blížejov [Domažlice] (kód kú: 605620)
605662: Blíževedly,KU,Blíževedly [Česká Lípa] (kód kú: 605662)
618322: Blížňovice,KU,Blížňovice [Chrudim] (kód kú: 618322)
605735: Blovice,KU,Blovice [Plzeň-jih] (kód kú: 605735)
CZ0323143: Blovice,EVL,Blovice (sitecode: CZ0323143)
5747: PP Blšanský Chlum,MZCHU,Blšanský Chlum [PP] (kód ÚSOP: 5747)
CZ0423201: Blšanský chlum,EVL,Blšanský chlum (sitecode: CZ0423201)
605786: Blšany,KU,Blšany [Louny] (kód kú: 605786)
651745: Blšany u Loun,KU,Blšany u Loun [Louny] (kód kú: 651745)
605808: Blučina,KU,Blučina [Brno-venkov] (kód kú: 605808)
6094: PP Bludný,MZCHU,Bludný [PP] (kód ÚSOP: 6094)
605816: Bludov,KU,Bludov [Šumperk] (kód kú: 605816)
620840: Bludov v Čechách,KU,Bludov v Čechách [Kutná Hora] (kód kú: 620840)
637696: Bludovice,KU,Bludovice [Karviná] (kód kú: 637696)
605832: Bludovice u Nového Jičína,KU,Bludovice u Nového Jičína [Nový Jičín] (kód kú: 605832)
605841: Bobnice,KU,Bobnice [Nymburk] (kód kú: 605841)
794180: Bobr,KU,Bobr [Trutnov] (kód kú: 794180)
605875: Bobrovníky,KU,Bobrovníky [Opava] (kód kú: 605875)
CZ0623324: Bobrůvka,EVL,Bobrůvka (sitecode: CZ0623324)
605883: Bobrůvka,KU,Bobrůvka [Žďár nad Sázavou] (kód kú: 605883)
2418: PP Bobří soutěska,MZCHU,Bobří soutěska [PP] (kód ÚSOP: 2418)
656291: Bocanovice,KU,Bocanovice [Frýdek-Místek] (kód kú: 656291)
606723: Bochoř,KU,Bochoř [Přerov] (kód kú: 606723)
606758: Bochov,KU,Bochov [Karlovy Vary] (kód kú: 606758)
606821: Bochovice,KU,Bochovice [Třebíč] (kód kú: 606821)
605891: Boč,KU,Boč [Karlovy Vary] (kód kú: 605891)
605930: Boháňka,KU,Boháňka [Jičín] (kód kú: 605930)
605972: Boharyně,KU,Boharyně [Hradec Králové] (kód kú: 605972)
606006: Bohaté Málkovice,KU,Bohaté Málkovice [Vyškov] (kód kú: 606006)
663581: Bohatice,KU,Bohatice [Karlovy Vary] (kód kú: 663581)
606014: Bohatice u Zákup,KU,Bohatice u Zákup [Česká Lípa] (kód kú: 606014)
606022: Bohdalec,KU,Bohdalec [Žďár nad Sázavou] (kód kú: 606022)
606031: Bohdalice,KU,Bohdalice [Vyškov] (kód kú: 606031)
606065: Bohdalín,KU,Bohdalín [Pelhřimov] (kód kú: 606065)
CZ0530033: Bohdalov,EVL,Bohdalov (sitecode: CZ0530033)
606073: Bohdalov u Městečka Trnávky,KU,Bohdalov u Městečka Trnávky [Svitavy] (kód kú: 606073)
606081: Bohdalov,KU,Bohdalov [Žďár nad Sázavou] (kód kú: 606081)
778745: Bohdalovice,KU,Bohdalovice [Jablonec nad Nisou] (kód kú: 778745)
781169: Bohdalovice u Větřní,KU,Bohdalovice u Větřní [Český Krumlov] (kód kú: 781169)
606103: Bohdaneč u Zbraslavic,KU,Bohdaneč u Zbraslavic [Kutná Hora] (kód kú: 606103)
2419: NPR Bohdanečský rybník,MZCHU,Bohdanečský rybník [NPR] (kód ÚSOP: 2419)
CZ0531012: Bohdanečský rybník,PO,Bohdanečský rybník (sitecode: CZ0531012)
CZ0533308: Bohdanečský rybník,EVL,Bohdanečský rybník (sitecode: CZ0533308)
606189: Bohdanovice,KU,Bohdanovice [Opava] (kód kú: 606189)
626520: Bohdašice,KU,Bohdašice [Klatovy] (kód kú: 626520)
766291: Bohdašín,KU,Bohdašín [Náchod] (kód kú: 766291)
621099: Bohdašín nad Olešnicí,KU,Bohdašín nad Olešnicí [Náchod] (kód kú: 621099)
606197: Bohdašín v Orlických horách,KU,Bohdašín v Orlických horách [Rychnov nad Kněžnou] (kód kú: 606197)
730556: Bohnice,KU,Bohnice [Hlavní město Praha] (kód kú: 730556)
762: PP Bohnické údolí,MZCHU,Bohnické údolí [PP] (kód ÚSOP: 762)
5804: PP Bohostice,MZCHU,Bohostice [PP] (kód ÚSOP: 5804)
606260: Bohostice,KU,Bohostice [Příbram] (kód kú: 606260)
CZ0213777: Bohostice,EVL,Bohostice (sitecode: CZ0213777)
675288: Bohosudov,KU,Bohosudov [Teplice] (kód kú: 675288)
606294: Bohouňovice I,KU,Bohouňovice I [Kolín] (kód kú: 606294)
643190: Bohouňovice II,KU,Bohouňovice II [Kolín] (kód kú: 643190)
606324: Bohousová,KU,Bohousová [Ústí nad Orlicí] (kód kú: 606324)
1053: PP Bohouškova skalka,MZCHU,Bohouškova skalka [PP] (kód ÚSOP: 1053)
606332: Bohučovice,KU,Bohučovice [Opava] (kód kú: 606332)
606359: Bohumileč,KU,Bohumileč [Pardubice] (kód kú: 606359)
606383: Bohumilice,KU,Bohumilice [Břeclav] (kód kú: 606383)
672076: Bohumilice u Kožlí,KU,Bohumilice u Kožlí [Havlíčkův Brod] (kód kú: 672076)
606375: Bohumilice v Čechách,KU,Bohumilice v Čechách [Prachatice] (kód kú: 606375)
612006: Bohunice,KU,Bohunice [Brno-město] (kód kú: 612006)
787175: Bohunice nad Vltavou,KU,Bohunice nad Vltavou [České Budějovice] (kód kú: 787175)
772054: Bohunice u Tvrzic,KU,Bohunice u Tvrzic [Prachatice] (kód kú: 772054)
606391: Bohuňov nad Křetínkou,KU,Bohuňov nad Křetínkou [Svitavy] (kód kú: 606391)
606405: Bohuňov,KU,Bohuňov [Žďár nad Sázavou] (kód kú: 606405)
606430: Bohuňovice,KU,Bohuňovice [Olomouc] (kód kú: 606430)
606421: Bohuňovice u Litomyšle,KU,Bohuňovice u Litomyšle [Svitavy] (kód kú: 606421)
